id;name;description;year;rating;complexity
3370;Connections;"Very large plastic board has alternating studs in red and white. Players place their colored tile with a line between the matching studs to form lines and boxes.&#10;&#10;";1991;5.74259;1.7143
3372;Zamix;"This game contains 80 cards, numbered from 1 to 20 and with numbers 10 showing the text &ldquo;Take an action card&rdquo; and 10 Action Cards.&#10;To play players take one numbered card and place it in front of them, in case there is a 1 it is placed in the middle of the table. From there, players can place their card ascending in the middle stack or ascending or descending in the stacks of the rest of players. Every time a card is placed, players must take a new one.&#10;Action cards are used only when the 10 cards can&rsquo;t be situated anywhere. Also if someone sees a mistake shouts ZAMIX and gives another card to that player.&#10;When there aren&rsquo;t more new cards to take, players put the card they have in their hand in the table as the ending stack and turn the stack they had in front of them. The one who is able to spend all the cards from his own stack wins the game.&#10;&#10;";1998;3.8;0.0
3374;Scrabble Crossword Cubes Game;"The game comes with 14 wooden cubes with Scrabble style differing letters and point values on each face. You get a sand timer and dictionary as well. The game components are of top quality.&#10;&#10;In GAME ONE rules, you roll the dice, set the timer and try to form as many words, crossword puzzle style, as you can before time runs out. You score points based upon the letters used. The winner is the first player to get to 200 points (suggested).&#10;&#10;In GAME TWO rules, players alternate 1 roll each. A round is limited to 4 rolls per player. Within each round players try to form a 2, 3, 4, 5, 6, 7, or 8 letter word. Each word length may only be formed once during a round.&#10;&#10;Standard Scrabble rules for word formation, scoring and challenging apply.&#10;&#10;";1964;5.82926;1.0
3376;The Company War;"This game is based upon C. J. Cherryh's Hugo winning Downbelow Station novel.&#10;&#10;It uses area like movement between jump points for starships to move around a map of explored space. Conflict can either be resolved strategically or in an optional tactical hex and counter method.&#10;&#10;The game's victory is determined on how many supplies can be delivered or enemy destroyed.&#10;&#10;";1983;6.03659;2.2
3378;The Inventors;"Though the base mechanism is Monopoly-like (the object of the game is to amass the most money), the way this game plays is different. The theme of the game is that you are investors in various comically named inventions. The game has a very curious mechanism that does double duty for rolling the dice and applying Patent Claim clips. (The kids love fussing with it.)&#10;&#10;The game board has an outside track, the Invention Track, and an inside track, the Royalty Track. On the Invention Track is where you pick up the various inventions (like buying properties in Monopoly). Instead of building house and hotels, you get a Patent Claim Clip attached to the invention card. This patent clip has a 0, 1, or 2 on it. The number assigned is random. The higher patent clip number, the more your patent makes you come royalty collection time. Eureka Cards can also be played that allow you to do special actions during your turn. The game limit is set by the usage of the Patent Claim clips. When the last one is used, the game ends.  The player with the highest combined total of cash on hand invention value wins.&#10;&#10;";1974;5.53176;1.3571
3380;ReBoot Mainframe Game;"A simple game based on a popular 1990s kids' cartoon series called ReBoot, which had very high-quality computer graphics and characters themed on computer jargon. Players are either sprites or viruses trying to protect or infect the CPU where they all live. The board is a circle of paths. Players roll and move, collecting 6 chips to win their goal, with Quantum shakes as hit points, magnets, Vid-windows, modems, and so on. The graphic design is strong, the rules written in a very modern style, following the computing theme very heavily for a kids' game, down to having a whole flow-chart on the back page! The board in the English-only version is thin cardboard which fan-folds into a wedge. (The English/French version uses a more traditional gameboard, and has a longer box to accommodate it.)&#10;&#10;There is a production error in the tokens in the English-only version; you'll need to add markings to some of the tokens if 5 or 6 people are playing. (The English/French version only supports up to 4 players, but the English-only version was intended to support up to 6.)&#10;&#10;";1995;2.33333;1.0
3382;Sharpe's Attack;"An edition of the very old game L'Attaque by Gibsons, most familiar now as Stratego by Jumbo.&#10;&#10;This edition is themed on a very popular British TV series in the 90s called Sharpe, based on Bernard Cornwell's famous series of novels set the Peninsular Wars. Sharpe was a maverick British Major leading his troop in running battles with the French, mixing it up with the ladies and spies along the way.&#10;&#10;The game is played on an extended &lsquo;5-bridges&rsquo; 10x10 board with 72 pieces. Each player commands an army of 36 units, formed from dozens of plastic frames which hold small cards illustrated with all the characters from the TV series, one side British, the other French. The Major beats the Colonel, the Colonel beats the Captain and so on, down to the Special Agents who beat the top ranks.&#10;&#10;A nice version, but loading and unloading the cards into the frames is clumsy.&#10;&#10;Re-implements:&#10;&#10;    L'Attaque&#10;&#10;&#10;";1996;6.47826;2.0
3383;Mahé;"In Die Heisse Schlacht am Kalten Buffet, alternatively released as Kangaroo and Generalowsky, players try to win prize cards from the limited number available to them &mdash; but to win they must lap a circular track that (typically) consists of 21 spaces, and not only must they circle the track, but they have to do so while being top dog, so to speak.&#10;&#10;On a turn, a player rolls 1-3 six-sided dice to determine whether she moves and if so how far she moves. She rolls the dice one by one, stopping when she wishes, and the sum of the dice rolled can't exceed 7. If she rolls only one die, she moves forward by the number rolled; if she rolled two dice, she moves twice the sum of her dice (if the sum &le; 7); and if she rolled three dice, she moves three times the sum (again, if the sum &le; 7). If her sum exceeds 7, she removes her piece from the board and starts the lap from the beginning next turn.&#10;&#10;If one piece lands on another, the bottom piece must carry the top one when it next moves; what's more, the owner of the piece on top dictates how many dice the bottom player must roll &mdash; and if those dice sum to more than seven, then both pieces are removed from the track. Stacks can have any number of pieces, and whoever is on top dictates to the active player how many dice she must roll. When a piece in the middle of a stack moves, it leaves all pieces below it in place.&#10;&#10;When a piece or a stack lands on or passes the final space in the lap, the owner of the topmost piece takes one of the prize cards; each prize has a value on it, and once all the prizes have been claimed, whoever has the highest sum of prize cards wins.&#10;&#10;The 2014 edition of the game, Mah&eacute;, allows for play with up to seven player turtles, who are circling the island while trying to lay their eggs on the beach and receive points for doing a good job.&#10;&#10;The 2024 Korean edition of the game, &#234;&#179;&#181;&#235;&#163;&#161; &#235;&#140;&#128;&#236;&#158;&#145;&#236;&#160;&#132;, allows for play with up to seven player &#8;adventurers, who are circling the island while taking back stolen eggs on the T-Rex nest and receive points for taking a lot of eggs.&#10;&#10;";1974;6.35908;1.2264
3384;Kerrunch;"In Kerrunch the idea is to score three touchdowns. Starting with the player who won the toss, you take turns trying to move  players to try to get the ball in your opponent's end zone and score a touchdown. When, either, you or your opponent score a touchdown the game is paused while injured players come back on. The two teams then return to their end zones and the game restarts until one team has scored three touchdowns, and won.&#10;&#10;From the box:&#10;&quot;Kerrunch! The title says it all! This is the football game with a difference, where teams of heavily armored Orcs, Dwarfs, Humans and Elves have to fight their way from one end of the pitch to the other to score those elusive touchdowns.&#10;&#10;";1991;5.70465;2.0
3385;Stratego: Star Wars;"This is what it sounds like: Stratego set in the Star Wars universe. Each player has 40 pieces; teams are divided into the Dark Side and the Force. Characters used come from Star Wars Episodes I, II, IV, V and VI. Some of the characters have special powers, placing this game between original Stratego and Stratego Legends on the complexity scale.&#10;&#10;";2002;6.09779;1.6897
3387;Snowboard;"This game is a race between snowboarders, but speed isn't all --you must also do a maximum of free-style figures to earn first place!&#10;&#10;Avoid the ice slicks, trees and rocks, succeed in your figures, exploit the course and you'll be crowned the best snowboarder!&#10;&#10;";2002;3.5;0.0
3388;Bill: Le jeu;"Bill's game is a family party game which reproduces the adventures of Bill and his family when they land on Earth.  (I suppose this is based on a TV program)  It is a racing game with challenges (trivia and others).  One must have knowledge and a sharp sense of commerce to snatch the gifts through shrewd bargaining.&#10;&#10;";2002;0.0;3.0
3389;Castle Lords;"Free England from the tyranny of King John! You head the revolt and launch your troops against the castles. The famed knight Ivanho&euml; will join your forces to liberate the land from tyranny. In this family game, each player aims to conquer the largest number of castles, installing his arms in each. But watch out for the other players --they could make your blazon end up in the oubliettes!&#10;&#10;There are three levels of rules: children, family, adults.&#10;&#10;Summary&#10;From the game box: &quot;While King Richard the Lionhearted is away leading the Third Crusade greedy nobles are trying to usurp his throne back in England. His authority diminishes as one castle after another falls. But you, hero, are faithful to King Richard. As a noble knight you retake these castles in order to preserve his legacy. Of course, you are not alone in this quest. Other Chevaliers vie for these same honors. To whom will Richard owe the greatest debt when he returns?&quot;&#10;&#10;Game consists of: &#10;&#10;     66 &quot;soldier&quot; cards (16 knights, 16 foot soldiers, 16 crossbowmen, 16 archers, Ivanhoe and Locksley) &#10;     5 castle boards and one Dungeon board &#10;     6 chips with the names of the castles &#10;     6 Lord boards &#10;     30 banners bearing the coats of arms of all the Lords (6 sets of 5 banners) &#10;     6 &quot;crown&quot; chips (5 Dukes and 1 King)&#10;&#10;&#10;";2002;4.43218;1.2941
3390;Friends;"This is a game invented by the character Ross in episode 12 of the fourth season of the TV program  Friends. It is the same game as played by the characters on the show and as such does not require any knowledge of the TV series itself.&#10;&#10;The players split into two teams - intended to be girls and boys, but this only matters for the bonus questions. Each team takes it in turns to answer yes/no questions about the opposite team in one of four categories:  &quot;Fears and Pet Peeves&quot;, &quot;Ancient History&quot;, &quot;Literature&quot; and &quot;It's all Relative&quot;. This is done by submitting Yes/No cards face down for simultaneous reveal with the correct answer(s) from the other team. Some questions are about one member of the opposite team - in which case all members of the answering team submit a guess - and some questions are of the style &quot;Which of us...?&quot;, in which case the answering team collaborates for a yes/no answer for each member of the opposite team. The goal is to answer the most questions correctly about the other team and have the highest points total at the end of the game.&#10;&#10;There is also a bonus round - and here the gender divide does matter, because the game is designed so that the boys are asking the girls questions that are supposedly hard for the girls to answer but that the boys themselves should easily know the answer to, and vice versa (no answers are provided for the bonus questions). The bonus round is timed and each team answers as many questions correctly as they can within the time limit.&#10;&#10;";1999;4.18791;1.6667
3391;Loft Story;"Loft Story is one of those &quot;real TV&quot; programs. In it, eleven candidates (6 boys and 5 girls) are sequestered in a loft and filmed continuously. During 10 weeks, in addition to the daily routine they face game challenges through which they reveal their personalities to each other and the public. The public votes each week to eliminate a player. After 70 days, a couple emerges victorious.&#10;&#10;The game recreates the program, in an atmosphere of charm and seduction --to win; each player must reveal part of his personality.&#10;&#10;http://www.tilsit.fr/fiches_jeux/loft_story.php&#10;&#10;";2001;0.0;0.0
3392;Outlaw & Posse;"This is an abstract strategy game with an Old West theme.  It is inexpensively produced, with a small cardboard board, a 3D cardboard backdrop, and 14 cardboard playing pieces that are inserted into plastic stands.&#10;&#10;One player controls the 13 deputies (the posse), the other controls the 1 outlaw.  The object of the game is for the posse player to surround the outlaw such that he can no longer make a valid move.  If that happens, the posse player wins.  The outlaw player tries not to get cornered and wins if he is able to remove enough deputies from the board such that it is impossible for the posse player to win.&#10;&#10;Play starts with the outlaw player who must move his outlaw each turn, if possible (if not, he loses the game).  He can move the outlaw to any open orthogonally adjacent space.  He can also jump a deputy piece, like in Checkers, and thereby remove the deputy piece from the board.  The outlaw can make multiple jumps in a single turn, again like in Checkers.&#10;&#10;The posse player simply moves one of his deputy pieces into any open orthogonally adjacent space on his turn, trying to create a situation on the board where the outlaw player can not move his piece.&#10;&#10;";1978;6.125;1.0
3393;Public Assistance;"A politically-motivated roll-and-move type game where players move around the board in two different tracks: &quot;working person's rut&quot; and &quot;able-bodied welfare recipient's promenade.&quot;  The goal of the game is to have the most money after a pre-determined number of circuits around the board have been achieved.  The spaces on the board contain various instructions on where to move your piece or how much money to receive or pay out.  Players also collect &quot;welfare benefit&quot; and &quot;working person's burden&quot; cards as they progress around the board.  The situations presented in the game ridicule the American welfare system and are very &quot;politically incorrect&quot;.&#10;&#10;";1980;4.49474;1.3636
3394;Monopoly: The Simpsons;"It's Monopoly with a &quot;Simpsons&quot; twist!  Same as original Monopoly, with all of the board spaces, cards, tokens, etc. done over in a Simpsons theme.  Includes 6 collectible pewter tokens and an offer to purchase 4 more.&#10;&#10;Note to the Brazilian Edition: It comes without the plastic miniatures. The players uses cardboard figures instead.&#10;&#10;";2001;5.24936;1.5455
3395;Cross Over;"Cross Over is a two-player game of thought and chance. Each player gets (10) pegs and they place them in their start line. Roll the die to determine move, some numbers require a choice of move. This is where the strategy comes in. You win when you remove all the pegs off your side before your opponent does. There is one catch your opponent will try to keep you full of pegs. Good Luck!&#10;&#10;www.crossovergame.com&#10;&#10;";2002;6.66667;0.0
3396;Chiamo!;"Chiamo! is a strategic trick-taking game designed for 3 players, where your partner changes round to round! Those who dare to face the other two players call out  Chiamo!  (I call). The high bidder leads, while the other two players team up to stop him from winning enough points to take the hand. With a fun and unique Italian suited deck, Chiamo! will make you exclaim, &quot;Mamamia!&quot; each time the partners change.&#10;&#10;Chiamo! also includes instructions for Chiamo! per Quattro (the 4-player game), where players partner up, vying for the most possible points and Chiamo! per Due (the 2-player game) for head-to-head competition!&#10;&#10;";2002;5.48148;1.875
3397;Kooky Kalooki;"Kooky Kalooki is a fun family game based on the popular Jamaican Contract rummy where players try to form hands made of runs and sets, and then attempt to lay down all their cards first. This version of the game has added Kooky Kards, which act as special wild cards, but if you are stuck with one at the end of the hand, you get penalized 50 points!&#10;&#10;Kooky Kalooki comes with a 112 card deck, all decorated with the traditional colors of Jamaica. After 9 different rounds of play, the person with the lowest score wins.&#10;&#10;Play Kalooki online - http://www.playkalooki.co.uk/&#10;all Kalooki tips and information, how to play Kalooki - http://www.playkalooki.co.uk/&#10;&#10;";2002;5.323;1.0
3398;Eye of Horus;"Be the player who collects the most cards in this ancient game of matching and mathematics. Fish from the &quot;pool&quot; using cards in your hand - by either matching cards in the pool or adding their values to equal the sum of your fishing card. If you have the &quot;Eye of Horus&quot; card, you can take all of the cards in the pool.&#10;&#10;With beautifully illustrated cards based on images from ancient papyrus, Eye of Horus is a great strategy game for older players and a great educational (math) game for younger ones.&#10;&#10;";2002;5.09289;1.3333
3399;SeaNochle;"SeaNochle is based on the classic American game of Pinochle. With this deck, the highly acclaimed strategy game has been redesigned with an ocean themed twist, and the rules provided are for 2 through 6 players.&#10;&#10;SeaNochle consists of the traditional 48 card &quot;pinochle&quot; deck (with new suits - shells, seahorses, starfish, and fish) with mermaids and mermen serving as the royal cards. There are also BONUS Shark and Shrimp cards that act as ultimate trump and junk cards, respectively, which add a unique twist to the game. Also included is a game board and playing pieces to easily keep track of the score. &#10;The new look makes it a fun game for adults and the whole family alike!&#10;&#10;";2002;3.88889;1.0
3401;Undercover;"The game centers around turning up clue cards in a matrix, and scoring once all cards in a row or column have been turned up. This is all wrapped within a deduction/mystery theme.&#10;&#10;";2000;5.72174;1.0
3402;Modigliani;"The International Art Market Game. Try to achieve the most valuable art collection through a combination of buying and selling 42 famous works of art. The board has a circuit of auction houses and galleries. You can earn money if you arrive at a gallery that specializes in an artist whose work you own. You have to be at the right auction house to bid on the art you want, but there are telephone and postal bids and forgeries. The game is nicely packaged with its own wooden gavel.&#10;&#10;";1993;6.92621;2.0
3403;Rise and Fall;"Rise and Fall of the Roman Empire and the rise of the barbarian states. Players play either Eastern or Western Rome, Persia or a barbarian horde. A strategic game that portrays the last days of Rome. A short campaign game can last 2 hours and a long game can run 6 or more hours. Features include: solitaire rules, rebellions, revolution of troop quality, national characteristics, leaders, and the civilizing of barbarian areas.&#10;&#10;";1989;6.55362;2.3462
3404;The Legend of Landlock;"In this quick 2-player game, you take turns placing tiles that depict either bridges or streams, ultimately forming a 6x6 square. You score points by connecting your path (or stream) to as many sides of the square as possible, and by isolating your opponent's stream (or path). As you may have to place tiles that not only help you (and hinder your opponent), but also tiles that may hinder you (and help your opponent), there is a depth of strategy that is belied by whimsical art of the cardboard tiles. Similar to Carcassonne and Ta Y&#195;&#188;, but plays more quickly.&#10;&#10;2nd Place 1989 Hippodice Spieleautorenwettbewerb.&#10;2002 Mensa Select&#10;&#10;";1995;5.71965;1.2439
3405;Tin Soldiers;"From Game:&#10;&quot;Food Fight!&#10;It's chaos in the kitchen and the cans of food are 'revolting'. Spoiled little peas think nothing of creaming the corn and stewed tomatoes relish in dent-n-run tactics. Pull out the big guns with the Catsup Cannon! Chop, peel and squash your way to victory in this hilarious game of King of the Kabinet.&quot; &#10; Game comes with 55 cards &amp; 1 metal finger of fate in a nice tin container. &#10; A clever trick taking game from Al Newman that many have played as his prototype 'Toy Soldiers'. This is a great partnership game.&#10;&#10;";2002;5.82642;1.6316
3406;Lines of Action;"Lines of Action is a simple game that uses checkers board and pieces. Its rules were published in Sid Sackson's A Gamut of Games. There are some commercial versions available though.&#10;&#10;The object of LoA is to get all your pieces into a single connected group. A group of pieces is connected if they occupy an unbroken chain of adjacent spaces, horizontally, vertically, or diagonally.&#10;&#10;";1969;7.12224;2.6923
3407;Key Whiz;"Key Whiz is a family oriented board/card game for 2 to 4 players. Each player has a game board, game pieces, and are dealt 4 to 6 cards depending on the number of players. Players take alternate turns moving one piece at a time from the start square and along the board with the ultimate goal of being the first to reach the payoff with all game pieces. Along the way are doors that must be passed thru using keys (card combinations such as a single card, pair, 3 of a kind, or 4 of a kind). There is a fair amount of strategy involved, and often times movements can be planned well in advance. Two of the major features are WHIZ CARDS (count as double) and BONUS PLAYS (additional moves) created by passing through a door. The two-player version is excellent for tournament play.&#10;&#10;";1990;0.0;0.0
3408;This Accursed Civil War;"This Accursed Civil War is a tactical battle game featuring five battles from the First English Civil War: 1642-1646. It is the first in the GMT Musket &amp; Pike Battle System covering warfare in the 17th Century. The system emphasizes Command and Control and the unique style of combat in that era. Armies are divided into three or four wings. Each wing has an order that limits the types of actions that units of that wing may perform. Wings may change their order, but it is not an easy task to accomplish. Victory goes to the commander who can coordinate the actions of these wings in the heat of battle. Units are infantry brigades, cavalry regiments, and artillery batteries. Rules include Cavalry Charges, use of the Cavalry's pistols to skirmish or use in close combat, artillery grazing fire, Infantry techniques of fire including advancing, retreating, and salvo firing. Play is highly interactive, and a battle can be played through in one sitting.&#10;&#10;The battles included in this game are:&#10;&#10;Edgehill, 23 October 1642&#10;    Is the King beholden to Parliament or is he truly sovereign? King Charles and his army, their way to London barred by the army of Parliament, have drawn up to give battle. Edgehill was the first major battle of the war. Robert Devereax, Earl of Essex, commands the army of Parliament sent to prevent the King's army from reaching London. The fighting is indecisive as the bloodied Royalist foot fall back, but Essex conceded the field despite receiving reinforcements. A major victory for either side could have ended the war here.&#10;&#10;First Newbury, 20 September 1643&#10;    Outmaneuvered, Essex, with the Royalists under King Charles between his army and London, is forced to fight. Essex spies a hill southwest of Newbury and in the early morning occupies it. Hedges line the area and help minimize the King's advantage in Cavalry.&#10;&#10;Marston Moor, 2 July 1644&#10;    The largest battle of the war. It decided the fate of Northern England. An allied army of Scots under the Earl of Leven, the Northern Association under Ferdinando Fairfax, and the Eastern Association under the Earl of Manchester laid siege to the King's Northern Army under the Marquis of Newcastle at York, the key to the North. King Charles dispatched his nephew, the talented Prince Rupert, to effect a relief. The defeat was complete; the Royalist army was utterly destroyed and the North lost to Parliament. A new hero arises here: Cromwell, a name synonymous with the English Civil War and the key player in the later two civil wars.&#10;&#10;Second Newbury, 27 October 1644&#10;    The disaster that precipitated the forming of the New Model Army. Three Parliamentary armies come together and catch the King by surprise just north of Newbury. The most unconventional of all the battles; the superior Parliamentary force attacks from either end, but is short on time. Various options on gaining more time by shortening the flank march give this action high replay value.&#10;&#10;Naseby, 14 June 1645&#10;    The debut of the New Model Army and the battle that broke the back of the King's army. The New Model Army was created by combining the elements of the major armies in the field. While this worked well for the cavalry, there were serious problems in the infantry ranks. The King's army was outnumbered, but it retained its corps of veteran infantry. The final result was a decisive defeat for the King and the end of his military fortunes. Though fighting would last another year, the King would never field a potent army again.&#10;&#10;2nd Printing Note: This reprint version will include an updated series rulebook and playbook and an Edgehill variant scenario, as well as numerous updates to the counters. Certainly we'll update any other errata as we find it for the new version, but it is otherwise unchanged from the original edition.&#10;&#10;COUNTERS: 635 full-color die-cut counters.&#10;&#10;MAP: Two 22&quot;x34&quot; full-color back-printed mapsheets&#10;&#10;OTHER: &#10;&#10;    One 10-sided dice&#10;    16-page Rulebook&#10;    24-page Playbook&#10;    2 11x17 Player Aid cards&#10;&#10;&#10;DESIGNER: Ben Hull&#10;DEVELOPER: Marty Arsndorf&#10;ART DIRECTOR: Rodger B. MacGowan&#10;MAP &amp; COUNTER ART: Mark Simonitch&#10;&#10;(source: GMT website)&#10;&#10;";2002;7.53801;3.5517
3409;The Napoleonic Wars;"From GMT games:&#10;&#10;In The Napoleonic Wars, GMT Games brings you a fast-paced, tension-filled, card-driven wargame with a point-to-point movement system that pushes the envelope in a new direction for a pivotal period of history. Rooted soundly in Mark Herman's award-winning We The People system, The Napoleonic Wars provides refinements that allow two-to-five players to play an exciting game requiring two to ten hours. The majority of your games will easily end in a single evening, thanks to sudden death victory conditions providing variable game lengths that eliminate the &quot;end of the world&quot; phenomenon that plague many games. Often, you'll set 'em up and knock 'em down twice a night, and once in a great while your Campaign game will require two nights of play for the terrific panoramic history to unfold before your eyes.&#10;&#10;Like similar card-driven games, The Napoleonic Wars provides strategy cards that are played as events or to activate leaders, armies or fleets (by play of command points) to move on the map. Players must constantly weight the value of an event or reaction card against the need for its command points. Command points themselves can be played for a wide variety of activities, making play unpredictable and fresh with each sitting. Uncontrolled powers are governed by a diplomatic track which is also affected by play of command points and events.&#10;&#10;Expanded by:&#10;&#10;     Napoleonic Wars: Super Deluxe Map&#10;&#10;&#10;Revised by:   &#10;&#10;     The Napoleonic Wars: Update Kit (upgrade to 2nd edition)&#10;&#10;&#10;Re-implemented by:&#10;&#10;     Wellington&#10;     The Napoleonic Wars (Second Edition) (aka 2008 reprint Edition)&#10;&#10;&#10;";2002;7.00355;3.4857
3410;Halleluja;"All Hell has broken loose in Heaven: Angels fight devils, devils fight angels and many a devious angel is not that well-thought of by his comrades. It is not easy to keep the big picture in mind in all this turmoil, everyone wanting to wipe out everyone else while also climbing the heavenly ladder on the side. Who will be able to make a good impression at the end of an evil game?&#10;&#10;Players move stacks of disks about the playing grid, maneuvering to get the best position from which to attack their opponents' disks.  Points are achieved by capturing as many different colors of disks as possible.&#10;&#10;";2002;5.58333;2.0
3411;Drive on Paris;"Drive on Paris, is a game simulating the first 100 days of fighting on the Western Front during World War I.&#10;&#10;The mobile campaign of 1914 in the west was the result of more than a generation of staff planning on both sides. The German General Staff had prepared the Schlieffen Master Plan of a giant right hook into France which its namesake had hoped would result in a Cannae-like battle of annihilation of France. The French believing that an attack would always win and that elan would carry the day, prepared to assault the lightly held German lines in Alsalce-Lorraine.&#10;&#10;Both plans failed.&#10;&#10;Drive on Paris allows both sides to execute the historical campaigns or variations on them and are rated for victory on how well their operation succeeds. Players can rearrange their Mobilization Points to change the change the force allocations from the historical ones to reinforce their effort or to better counter the enemy's.&#10;&#10;Both side must rapidly attack and defend at the same time...and you'll never have enough troops and power to do both perfectly, so your allocation of scarce resources will be the key to your success.&#10;&#10;This system uses a two-tracked method of determining victory. It isn't the usual &quot;one side tries something, while the other tries to stop it&quot;. Rather, both sides must strive toward their own goals while putting forth enough effort to stall the enemy. It is possible for both sides to &quot;win&quot; ending the game in a net draw (which is why you'll need to dedicate some effort to stopping the enemy support).&#10;&#10;Drive on Paris is the seventh game in the popular, easy-to-play Standard Combat Series. These games are designed to be easy enough for novice players, yet meaty enough to retain the interest of veterans. It violates two principals of game design at the same time: Easy games are dumb, and the converse that interesting games are hard. The SCS challenges these bogus assertions...and has successfully done so for eight years now.&#10;&#10;Part of the Standard Combat Series by The Gamers.&#10;&#10;Game Scale:&#10;Game Turn: 1/2 week&#10;Hex: 6.2 miles / 10 Km&#10;Units: Brigades to Division&#10;&#10;Game Inventory:&#10;One 22 x 34&quot; full color map&#10;Two dual-side printed countersheet (420 1/2&quot; counters)&#10;One 8-page SCS version 1.6 system rulebook&#10;One 24-page Drive on Paris specific rulebook&#10;Two 6-sided dice&#10;&#10;Solitaire Playability: Medium&#10;Complexity Level: Low&#10;Players: 2 or more&#10;Playing Time: 2-12 hours&#10;&#10;";2000;6.97554;2.6522
3412;Brandywine;"An early morning fog burned off with the dawn, and revealed two long columns of scarlet and blue clad troops. This was His Majesty's Royal Army, commanded by General Sir William Howe. They were marching through the extreme southeastern corner of Pennsylvania and heading toward fledgling America's capital at Philadelphia. Only short weeks earlier this army had disembarked at Head of Elk, Maryland, after a 32-day voyage from New York City aboard the largest armada North America has ever seen. With some 14,000 troops, including crack German mercenaries and elite American Loyalist units, Howe's army was about to execute a flanking maneuver of &quot;Jacksonian&quot; proportions.&#10;&#10;General George Washington, holding interior lines at Morristown, New Jersey, was unsure whether Howe would move north in support of the British invasion from Canada (see Saratoga, 1777), or whether he would move south against the Capital. Once the armada set sail, however, Washington shifted southwest and took up a naturally strong defensive position, on high ground behind Brandywine Creek, astride the main road to Philadelphia. Washington posted his troops advantageously and in depth. Control of the fords of the Brandywine would be the key to his position and although a possible flank attack was discussed, it's likelihood was discounted on the strength of local information.&#10;&#10;Thus the stage was set. Howe, pursuing a strategy of posts, sought European style victory in a sudden taking of the enemy capital. Washington wrote, &quot;Should they push their designs against Philadelphia...they will put the contest on the event of a single battle. If they are overthrown...the war is at an end. One bold stroke will free the land.&quot;&#10;&#10;";2000;7.34188;2.6667
3413;Saratoga;"In all the spectacle of war there has seldom been a sight the equal of British General Burgoyne's campaign of 1777. The float and march south from Canada had almost a surreal quality juxtaposed against the Adirondack wilderness. Hundreds of vessels making up an immense inland navy on Lake Champlain transported nearly 9,000 combatants together with 138 cannon. Burgoyne's objective was Fort Ticonderoga and from there, Albany, and a rendezvous with British forces coming from New York City. The strategic purpose of the campaign was nothing short of an end to the American Rebellion.&#10;&#10;The intrigue on the American side lay in the cult of personality. Saratoga was to be Benedict Arnold's greatest victory in a string of successes which rank him among the finest field commanders of the era. Known to all Americans as the great traitor, it is ironic to discover that twice he salvaged the Revolution from certain collapse. It was Arnold's conspicuous gallantry and bold leadership which assured America victory at Saratoga and, by extension, its independence.&#10;&#10;The fighting at Freeman's Farm would be savage. Here no farmer's militia, but rather Continental Regulars (anxious to redeem a recent reputation for retreat), stood toe to toe with Europe's finest. The sanguinary nature of the fighting was summed up best by American Brigadier General John Glover who said, &quot;Both sides seemed determined to conquer or die.&quot;&#10;&#10;It's the 19th of September, 1777. Do you, as the British, attempt to storm the prepared American positions on the high ground at Bemis Heights in order to open up the River Road and the most direct route to Albany? Or do you attempt to turn the American left where intelligence reports the American defenses are incomplete and the ground favors your approach? How will you employ the large number of Hessian mercenaries in your army? Will their performance match their reputation?&#10;&#10;As the Americans do you wait on Bemis Heights for the approach of the enemy as General Gates preferred, or do you sortie and meet the approach of the British in the forests where their artillery will be of little value? Will Generals Gates and Arnold cooperate, or will their feud spell disaster for the American cause? And what of the fog on this chilly Autumn morning? Will it be an ally to the Americans by impeding the progress of the enemy?&#10;&#10;These are only a few of the challenges facing you as you relive one of history's most decisive battles and the turning point of the American Revolution.&#10;&#10;";1998;7.15032;2.5532
3414;Yom Kippur: The Battle for the Sinai, October, 1973;"Oct. 6, 1973: Six years after the decisive Israeli victory in the Six-Day War, Egypt has armed itself again to reclaim undisputed control of the Suez Canal. This time, with better-trained and well-equipped troops (armed with new SAGGER anti-tank missiles), the Egyptians clobber the Israeli Bar-Lev defense line. Israel must once again scramble the valiant IDF and fight for its very survival.&#10;&#10;Yom Kippur - The Battle for the Sinai, October 1973 covers the bitter fighting around the Suez Canal during the 1973 October War. Both players must fight against time to win before a ceasefire is mandated by the world superpowers. The tools of the modern battlefield, incredibly destructive weapons like rocket artillery, SAM missiles and airmobile troops, are at their disposal. But despite the bewildering complexity of such computerized weapons, Yom Kippur itself is a simple-to-play, fast and fluid contest.&#10;&#10;Contents:&#10;&#10;    One map&#10;    280 counters&#10;    Series Rules&#10;    Game Rules&#10;    Two Dice&#10;&#10;&#10;Game Details:&#10;&#10;    Unit Scale: Company to Brigade&#10;    Hex Scale: 2 miles / hex&#10;    Number of Players: 2 (also solitaire friendly)&#10;    Playing Time: Varies with scenario played&#10;    Complexity: Low&#10;    Solitaire Suitability: High&#10;&#10;&#10;&#10;Part of the Standard Combat Series.&#10;&#10;Also published in Command Magazine Japan #65 in 2005.&#10;&#10;";1995;7.03904;2.5849
