id;name;description;year;rating;complexity;minplayers;maxplayers;playingtime;minage;categories
5658;Starsky and Hutch Detective Game;"Players begin the game with a randomly distributed 'criminal' card.  By moving around the board by the roll of a die, players obtain other cards that either match their criminal or one of their opponents.&#10;&#10;Cards that match are placed face up.  Cards that do not match are discarded into a single discard pile for each player.  If a player lands on an opponent by exact count, he may steal one card from the opponent's discard pile.&#10;&#10;The first player to get four cards that match their criminal wins the game.&#10;&#10;";1977;4.23077;2.0;2;4;30;8;Movies / TV / Radio theme
5659;Trivial Pursuit: Baby Boomer Edition;"This is a card set expansion for Trivial Pursuit: Genus Edition with the following categories:&#10;&#10;&#10;    Television&#10;    Stage and Screen&#10;    Nightly News&#10;    Publishing&#10;    Lives &amp; Times&#10;    R.P.M.&#10;&#10;&#10;Questions are all from the 50s and early 60s.&#10;&#10;";1983;5.19519;2.0;2;24;90;12;Expansion for Base-game, Party Game, Trivia
5660;Trivial Pursuit: RPM Edition;"This is an card set expansion to Trivial Pursuit: Genus Edition containing musical questions with the following categories:&#10;&#10;    Cover Notes&#10;    Your Mother Should Know&#10;    Fifties&#10;    Sixties&#10;    After The Beatles&#10;    Anything Goes&#10;&#10;&#10;";1985;5.7401;1.8;2;6;90;12;Expansion for Base-game, Music, Party Game, Trivia
5661;Trivial Pursuit: 1960's Edition;"A Trivial Pursuit Master game featuring questions based on the 1960s. Following are the categories:&#10;&#10;&#10;    Personalities&#10;    Entertainment&#10;    Headlines&#10;    Music&#10;    Sports &amp; Leisure&#10;    Wild Card&#10;&#10;&#10;";1990;5.04478;1.6667;2;6;90;12;Party Game, Trivia
5662;Word Mastermind;"A word version of the popular color matching Mastermind Game.&#10;&#10;In this multi-lingual edition, players must attempt to guess three and four letter words in the least number of attempts.&#10;&#10;Small yellow letters are placed on the board and clues are given as to whether the letter exists in the Word Maker's word.  Black clue: proper letter and location.  White clue: Proper letter, wrong location.&#10;&#10;To assist play, the rules include lists of common three and four letter words in 10 languages.&#10;&#10;Words Worth us very similar but not identical; the guesser places yellow pegs on the letters they are guessing and these are each replaced with a black peg if the correct letter is earlier in the alphabet or a white peg if it is later.&#10;&#10;";1972;5.19333;1.6;2;2;10;12;Deduction, Word Game
5663;WFF 'N PROOF;"The complete set of 21 games that started with the game of WFF (q.v.).&#10;&#10;The game includes 36 special dice, a timer, and a 184 page rules and examples manual.&#10;&#10;The games included in this set are actually a set of logic rules presented in a 'Programmed Instruction' order.  Each game adds to all prior games until Game 21, Frantic WFF 'N PROOF, is attained.&#10;&#10;As well as building WFFs (Well Formed Formulas), players must also try to reach a goal by using rules of inference.&#10;&#10;For example: If the goal is 'p', a player could use the 'Ko' (or Conjunction Out) rule and use 'Kpq' as a premise.  In other terms, if the following sentence is true: &quot;The first games of WFF 'N PROOF are easy and the last games of WFF 'n PROOF are hard.&quot;  Then it can be inferred that the following sentence is true: &quot;The first games of WFF 'N PROOF are easy.&quot;&#10;&#10;Up to 36 dice are rolled depending on the game being played.  One player sets a 'goal' by building a WFF in the goal area of the playing mat.  players then alternate playing dice to the &quot;permitted&quot; or &quot;essential&quot; sections of the play area.  If a die is placed in the essential area it MUST be used in either a premise or a rule.  If a player doesn't think that it can be used, he can challenge his opponent.&#10;&#10;To win, a player must make a successful challenge or be unsuccessfully challenged.&#10;&#10;Games 3 through 19 introduce the 11 Rules of Logical Inference in this order: Conjunction, Implication, Reiteration, Disjunction, Negation, and Equivalence.  Then 18 more derived rules are added to the mix for Game 20, the PC (Propositional Calculus) game.  The 21st and final game, Frantic WFF 'N PROOF, takes the PC game and adds timed moves for rapid and chaotic scoring.&#10;&#10;";1962;4.88406;3.8;2;4;45;6;Abstract Strategy, Memory
5664;3 Or More;"44 tiles, each having three coloured spots are shuffled and placed face down. There are four different colours of spots.  Two tiles of each colour are 'triples' and have three spots the same.  The remaining tiles are all unique, and each colour has exactly 33 spots.&#10;&#10;Each player picks three tiles and a player is chosen to start the game.  Play is simple, place a tile to the table on either side of an already placed tile.  Once a row of 11 tiles is formed, a new row must be started.  The player then draws to refill his hand to three.&#10;&#10;Whenever three or more spots of a colour exist, a player scores one point for each spot, diagonal lines count double.   A player who plays a 'triple' automatically gains at least three points.&#10;&#10;The game ends when four rows have been completed... all 44 tiles are played.  The player who scored the highest total wins.&#10;&#10;In the German/Dutch/French/Nordic versions of Domingo (published by Ravensburger), there are 48 tiles, but the game otherwise appears to be identical.&#10;&#10;";1980;5.8;1.4;2;4;30;7;Abstract Strategy, Children's Game
5665;Trial!;"Trial! is an interaction game in which players assume the roles of Prosecution, Defense, Witnesses, Judge, and Jury and try a case from key bits of evidence.  The game is for six to any number of players (more than 8 and the extra players become the Jury).&#10;&#10;Three teams are set up:  the Accused and Defense, the Prosecutor and Key Witness, and the Judge and Jury (who can also double as witnesses).&#10;&#10;Cards are drawn to determine key elements of the trial... the crime, evidence, and witnesses.  The prosecution team has 5 minutes to form a case.&#10;&#10;The game is played like a real trial, witnesses are called, evidence is examined and the Judge makes rulings.  When the final closing statements are made, the Judge and Jury each get a Verdict sheet and vote Guilty, Not Guilty or Abstain.&#10;&#10;If the majority vote is Guilty, the Prosecutor and all Jurors who voted Guilty win the game.  Not Guilty goes to the Defense and Jurors.  If there is a tie, there is a hung jury and nobody wins (unless jurors have abstained, then they win).&#10;&#10;";1971;6.0;2.0;6;20;90;0;Deduction, Educational
5666;Strolling Bowling;"A great kids game that's also a lot of fun for adults.&#10;&#10;Strolling Bowling comes with a 35 mm bowling alley with fold-down pins at the end.  The bowling ball is a wind-up plastic &quot;hopper&quot; which, when wound up and released at the base of the alley, pops its little feet and shuffles down the lane to knock down the pins.&#10;&#10;Great fun to watch and, with a little skill and luck, a player can get quite good at judging the ball's movement.&#10;&#10;";1979;5.01282;1.0;2;8;30;7;Children's Game, Humor, Party Game, Sports
5667;Fascination (The Electric Maze Game);"This game is basically a race between two players navigating the same maze.&#10;&#10;Two large plastic reversible gameboards are used.  The boards have a linear maze molded on one side and a circular maze on the other.  The boards have &quot;finish&quot; holes at the top that each contain a metal contact.  A wire leads from the board to a column that has lights in each players colour.&#10;&#10;When the steel marbles used to navigate the maze all come into contact with their respective finish holes the column lights up in that players colour, indicating victory.&#10;&#10;";1961;4.69286;1.25;2;2;10;0;Action / Dexterity, Electronic, Maze, Racing
5668;Mini Mastermind;"The travel version of the game Mastermind.&#10;&#10;It is the same game as Mastermind, but since it is smaller, the code-breaker only has 6 rows in which to guess the solution, instead of the usual 10 in the original version.&#10;&#10;In Mini Mastermind, one player is the code-maker, and the other player is the code-breaker.  The code-maker makes a code out of any combination of 4 colors (out of 6 possible colors).  The code-breaker has 6 guesses to figure out the code.&#10;&#10;After each code guess, the code-maker gives a clue, by placing a black peg for every correct color in the correct position, and placing a white peg for every correct color, in the wrong position.&#10;&#10;Players generally switch roles after the code is broken or the code-breaker failed to solve the solution.  Generally after the second play after roles were switched, the winner is the one who solved the code in the fewest amount of guesses.&#10;&#10;A common version came in a small 2&quot; X 5&quot; plastic box with a playing board cover is encased in a slipsleeve.  All of the components are kept neatly inside the box.&#10;&#10;";1972;5.77227;1.825;2;2;10;8;Abstract Strategy, Deduction
5669;Salvo!;"This is a simulation of battleship combat, which abstracts each ship to four numeric attributes: attack, defense, speed and range.&#10;What you get is a thick paper map (22&quot; x 16&quot;) showing some coast outlines in different colors, 200 &frac12;&quot; cardboard counters, a 12-page rule-book and two dice. The counters represent WW2 battleships, cruisers and destroyers of various nationalities, plus markers to show ship speed and direction, targets, and damage inflicted.&#10;&#10;[From the back of the box]&#10;Salvo is a fast paced, exciting simulation of surface Battleship actions of the Second World War. Practically every class of battleship that fought is represented, such as the Bismark, Iowa, Yamato and King George V. Cruisers and destroyers are represented by screening units. Scenarios include destruction of the French fleet at Mers-ek-Kebir, Suriago Strait, Second Guadalcanal, Calabria, North Cape and the Bismarck encounters. Hypothetical scenarios include such things as what might have happened if Halsey had deployed Lee's battleships to San Bernardino Strait during Leyte Gulf.&#10;&#10;All the essentials of naval warfare are recreated, including gunnery, torpedoes, damage control and maneuvers. Also included are special rules depicting friendly fire, mines, command control, crew quality and shore batteries. Your playing skill will determine leadership quality! The map illustrates islands and land masses used in certain scenarios. Each hex equals 2000 yards and each game turn represents 10 minutes of real time. The game mechanics require no &quot;paperwork&quot; on the part of the players, for the resolution of combat or the execution of movement.&#10;&#10;";1992;6.17157;2.1111;2;2;45;12;Nautical, Wargame, World War II
5673;The Perfect Crime;"The Perfect Crime is a detective game with a twist... one of the players is actually the &quot;murderer&quot;.  He constructs his crime, choosing his Victim, Scene, Time and Method.  The other players are Detectives.  They investigate the crime and try to discover which one among them is the Murderer.  Naturally, the Murderer also plays as a Detective and tries to avoid being exposed.&#10;&#10;The roll of a die determines what type of investigation you may make on your turn.  Depending on the roll, the information that you receive may be secret or public.  All clues may be entered on the provided investigation pad.&#10;&#10;When a detective wants to make an accusation he may do so on a hunch, without seeing all four pieces of evidence except on the 12th round, when all evidence MUST be shown.&#10;&#10;The player who was dealt the 'Murderer' must last 12 full rounds of investigation without being discovered to win.  If any other player makes a correct accusation, he wins.&#10;&#10;";1970;3.5;2.0;4;4;60;10;Bluffing, Deduction, Murder / Mystery
5675;The Rolling Moon;"This dexterity game consists of a long wooden board with holes cut at various intervals marked with increasingly higher point values.&#10;&#10;Attached to the board are two long metal rods, slightly above the scoring holes.  The rods are placed just slightly narrower than a large steel ball that is placed on the rods at the base of the board.&#10;&#10;Players must attempt to slide the rods apart and make the ball roll &quot;uphill&quot; before it drops into a score hole.  Making it to a higher scoring hole takes quite a bit of concentration as width of the rods at the highest scoring hole is roughly the diameter of the ball.&#10;&#10;The first person to score 5,000 or more points is the winner.&#10;&#10;";1959;4.87197;1.125;2;6;30;6;Action / Dexterity
5677;A Bridge Too Far: Arnhem;"Arnhem: Operation Market-Garden, September 1944, is a two-player Operational level board-wargame originally part of the Westwall quad.&#10;Arnhem was then released as a Collector's Edition game in 1976.  The game included a hard mounted map, 100 counters, standard and specific rules.&#10;&#10;The game is a two player recreation of Operation Market Garden, Sept. 1944.&#10;&#10;Re-implemented by:&#10;&#10;    Arnhem: The Farthest Bridge&#10;&#10;&#10;";1976;7.26407;2.2308;2;2;180;12;Wargame, World War II
5679;Mario Party-e;"A card game based on Nintendo's Mario Party video game franchise.  The game, which is non-collectible, has an interesting feature in which game mechanics are added-in if at least one player has a Nintendo Game Boy Advance with the E-Reader peripheral by scanning certain cards from the deck.  This results in several &quot;mini-games&quot; being added into the mix, with players competing for high-scores and such to decide whether a card can be played.  The E-reader feature is not a required element to play the game.&#10;&#10;";2003;5.64474;1.0;2;4;30;7;Card Game, Electronic, Video Game Theme
5681;Word Rummy;"A simple Rummy game that tests players' vocabulary and their ability to form anagrams.&#10;&#10;Each player is dealt seven 'letter' cards.  On their turn they have three options:&#10;&#10;1. Form and meld one word of three or more letters&#10;2. Change one word previously placed by adding letters from your hand (this allows you to 'steal' an opponent's word)&#10;3. Draw one card from the draw deck and discard one card&#10;&#10;When the draw deck runs out and players are unable to form or change words, the round ends and points are scored.  Points are awarded for words based on their length, bonus points are awarded for words of six or more letters.&#10;&#10;A number of rounds are played to reach a set goal... usually 25 or 50 points.&#10;&#10;";1980;5.375;2.0;2;6;45;0;Card Game, Word Game
5685;Space Hop;"From the box:&#10;&#10;Designed by Helmut Wimmer one of the world's leading astronomical illustrators, and resident artist at New York's Hayden Planetarium, Space Hop teaches players about the sun and its planets, moons, comets and asteroids.&#10;&#10;Each participant selects a space craft, and draws a &quot;Mission&quot; card. The &quot;Mission&quot; card indicates the player's objective by describing various aspects of his destination without naming it. There are rules for space travel, hops through hyperspace, &quot;space bumps&quot; and various other maneuvers which make the game exciting to play and highly educational.&#10;&#10;While a great game to play in the 70's and 80's, much of the information is out of date and the game play is truly child-oriented.&#10;&#10;";1973;4.44385;1.6;2;4;30;0;Children's Game, Educational, Space Exploration
5687;Dirtside II;"Dirtside II is a comprehensive set of generic rules for simulating science fiction battles in virtually any background or &quot;future history&quot;.&#10;&#10;The system covers combined-arms actions from a few platoons up to a full battalion combat group level. Rules are included for infantry, AFV's of all types, artillery, aerospace support and landings, combat walkers and much more.  The game is designed for use with 1:300/1:285 scale miniatures but will function equally well with 1:200 or other scales.  The game has a flexible integrated game sequence, chartless combat system, vehicle design and points value system and more.&#10;&#10;";1993;7.35094;2.9697;2;4;120;12;Book, Miniatures, Science Fiction, Wargame
5689;Squelch!;"The Trollish Game of Squiggly Fun!  &#10;&#10;What are small and Stupid?  What do Trolls love to jump up and down on? Squiggly Beasts!  Squiggly Beasts are so silly that they make even Gobbos look clever.  Maybe that's why Gobbos look after them.  Squiggly Beasts are also very tasty.  Maybe that's really why Gobbos look after them.  Trolls spend days thinking about jumping on Squiggly Beastes.  Think hurts Trolls.  Trolls only take minutes to jump on Squiggly Beasts.  Jumping doesn't hurt Trolls.  But Squiggly Beasts make such a great noise when Trolls jump on them....SQUELCH!!!&#10;&#10;Players collect lines of Squiggly Beasts and Gobbos, who protect Squiggly Beasts from being squelched by Trolls.&#10;&#10;";1989;4.75;1.0;2;4;30;0;Card Game, Fantasy
5691;Hungry Troll and the Gobbos;"Gobbos are not very clever. They spend hours and hours shouting at each other. They really love shouting about anything. And they really love shouting about very very important things. They just love telling each other about how hungry they are feeling, or how stupid, tough or naughty they are. And sooner or later, being Gobbos, they start arguing. BUT Gobbos had better watch out for Trolls! They can shout even louder than Gobbos. Trolls are much, much more hungry, tough, stupid and naughty than any green Gobbo. Players take cards and compare one of four statements with each other. The player with the best card wins the round and takes the trick.&#10;&#10;Winner is the person with the most cards at the end of the round.&#10;&#10;";1989;4.37667;1.0;2;4;20;7;Card Game, Fantasy, Humor
5693;Oink!;"This is the game Spoons with little rubber pigs instead of spoons.  You use one less pig then the number of players in the game and put them in a pile in the middle. You pass cards around in a circle and when one player gets four of a kind they say &quot;Oink!&quot; and grab a pig from the pile in the middle.  The person who doesn't get a pig gets a letter, and if you spell Oink you are out of the game.&#10;&#10;The game has 12 different cards and there are five of each type of card so the games go a little quicker than they do just playing spoons with a poker deck.&#10;&#10;";2001;4.09091;1.0;2;6;20;6;Card Game
5695;Inventions;"Described as &quot;The funny Patents Game&quot;... the game that keeps you guessing.&#10;&#10;The game consists of a 224 page book which has patent drawings of close to 100 crazy and unusual items.  Your job is to identify the device, figure out what it does, and decide how it is supposed to work. Points are awarded for identifying the item.  Bonus points are awarded if the year the patent was granted can be guessed (within 7 years).&#10;&#10;The first player to 21 points is the winner.&#10;&#10;";1984;4.625;1.3333;2;8;45;10;Humor, Trivia
5697;Reiner Knizia's Amazing Flea Circus;"Do not confuse this with the other Reiner Knizia Circus Flohcati. This is a very different game.&#10;&#10;From the rules:&#10;&#10;&quot;The Flea Ring Circus is about to begin! But the cats and dogs are still deciding which show to watch. Fill your tent with the most spectators and win the game as the most successful ring master.&quot;&#10;&#10;A simple cardgame with a circus or carnival theme.  Players play cards (generally one at a time) representing fire breathers, animal trainers, clowns, cotton-candy vendors, etc., in an effort to attract spectators who, depending on what card is played, can be taken from a pool or from another player.&#10;&#10;Cards - 12 yellow clowns, 6 pink acrobats, 2 orange animal control vehicles, 12 x number 2 cards (4 each of green, orange and blue), 12 x number 3 cards (4 each of mauve, orange and blue), 4 x number 4 cards (green), 7 ticket cards.&#10;&#10;";2003;5.7943;1.0617;2;6;10;6;Animals, Card Game, Children's Game, Humor
5699;Afrika: The North African Campaign, 1940-1942;"Afrika: The Northern African Campaign, 1940-1942, is a simulation game covering the North African Campaign from September, 1940 through December, 1942. In late 1940, the Italian Army invaded Egypt beginning the famous North African Campaign of World War II. After a short withdrawal, the Commonwealth forces counterattacked and all but threw the Italians back to Tripoli. Not content to let his southern partner bring disgrace to the Axis arms, Hitler dispatched a German contingent under a new commander: Erwin Rommel. His arrival began a rapid mobile campaign across the rocky sands.  However, by the end of 1942, Rommel had failed in his final bid to seize the Nile Delta and was thrown completely out of the theater by Montgomery's pursuit after El Alamein. Axis fortunes would never rise on the African continent again.&#10;&#10;Afrika is a fast paced game of mobile warfare at the operational level. Can you take the Nile? Can your Commonwealth forces kick the Axis armor out of Egypt for good?  This game gives you the tools to find out. The game's easy-to-use supply system (no writing) allows for a correct logistical aspect to the game.&#10;&#10;This is the second game in Standard Combat Series by The Gamers that began with the game Stalingrad Pocket. The series rules have been refined after lessons learned with the earlier game. This series of games was designed to off-set The Gamers's line of more complex products. Experienced players will feel comfortable with the rules as soon as they read through them.  It is designed as a fast paced fun game giving a reasonable simulation of events. It was not intended to be a definitive simulation of this campaign.&#10;&#10;Game Scale:&#10;Game Turn: 1 month&#10;Hex: 10 miles / 16 Km&#10;Units: Regiment to Division&#10;&#10;Game Inventory:&#10;&#10;    One 22 x 34&quot; full color map&#10;    One 17 x 22&quot; full color map&#10;    One dual-side printed countersheet (280 1/2&quot; counters)&#10;    One 8-page SCS system rulebook version 1.5&#10;    One 12-page Afrika specific rulebook&#10;    Two 6-sided dice&#10;&#10;&#10;Solitaire Playability: High&#10;Complexity Level: Low&#10;Players: 2 or more&#10;Playing Time: 2-12 hours&#10;&#10;";1993;6.87451;2.5938;1;2;720;12;Wargame, World War II
5701;Dark Blades;"Dark Blades is part of the Cry Havoc series of games. It adds a fantasy element to the system by including mythical beasts and magic.&#10;&#10;Contents:&#10;&#10;    Over 200 double-sided counters&#10;    2 combat maps&#10;    An Island map for campaign use&#10;    24 spell cards&#10;    40 page rulebook with 4 scenarios&#10;    2 Quick reference sheets&#10;    Beginner's guide&#10;&#10;&#10;Part of the Cry Havoc series.&#10;&#10;";1986;6.64603;2.375;2;8;120;12;Fantasy, Wargame
5705;Fat Albert and the Cosby Kids;"This is a game based on the TV show Fat Albert and the Cosby Kids by Bill Cosby. The object of the game is to get the gang together by collecting each of their cards.&#10;&#10;";1973;3.78571;0.0;2;4;45;7;Movies / TV / Radio theme
5707;Cuckoo Zoo;"Cocotaki is a Uno-style card game in which you must match the animal or color of the card on the top of the discard pile in order to play a card. When you play, you have to make the appropriate animal sound. If you forget to make this sound, you get penalty cards. If you place down a red card you must not make any sound &ndash; except when you place down the red rooster, in which case you shout &quot;Cocotaki!&quot;&#10;&#10;The first player who has no cards left wins. The game includes many additional rules for advanced play.&#10;&#10;Kakadoo is an updated version of Cocotaki that incorporates a number of the optional rules from that earlier game. As a result, the minimum playing age has been raised from 5 to 8. Players now draw four penalty cards instead of two when they mess up, and whenever a lion is played, the player doesn't roar but says, &quot;Hello, your majesty&quot;. Play a donkey, and only donkeys can follow in the next round; play a cockatoo to skip the next player.&#10;&#10;";2002;5.61332;1.0;2;10;20;8;Animals, Card Game, Children's Game
5709;Touché;"Players are dealt a hand of cards from a standard double deck including four jokers. The board depicts card images&mdash;two of each&mdash;and some wild spaces distributed in a cross pattern. A turn consists of playing a card and placing a marker of your color on one of the corresponding spaces on the game board.&#10;&#10;The object is to claim spaces which form certain patterns (boxes, lines, crosses, tees). When one of these patterns is formed, you cap off your pieces with black markers to show that you've completed that pattern. Capped pieces can't be used again for another pattern.&#10;&#10;The first person to complete a specified number of patterns wins the game.&#10;&#10;";1979;5.53425;1.3846;2;6;30;8;Card Game, Territory Building
5711;Squad Seven;"Squad Seven is an unusual action game involving a CD soundtrack and a dart-gun.&#10;&#10;Each player takes a squad of seven people into the jungle to recover Inca treasure. Players take it in turn to reveal cards, which may show treasure or various dangers of the jungle including dinosaurs, mummies and collapsing rope bridges. The soundtrack indicates whether it is day or night - certain cards may only be taken at certain times - and many cards require the player to shoot a target or run round the table before a scream is heard on the soundtrack. If they fail, they lose a member of their squad.&#10;&#10;The player who recovers the most treasure wins the game.&#10;&#10;";2002;6.41135;1.3182;2;4;20;12;Action / Dexterity, Adventure, Card Game, Real-time
5713;Game of Politics;"Politics simulates a simplified version of the presidential election in the United States of America (electoral votes based on the 1930 or 1950 census, depending upon the edition of the game).&#10;&#10;The playing board represents a map of the United States showing each state and its capital.  The goal in both editions is to win the vote, which occurs when all the states have at least one candidate in it and someone rolls doubles. The player who has the most counties in any given state wins all the electoral votes from that state; in case of a tie, the player who reached the total first wins the state. If one player does not have a majority of electoral votes (269), only the two players with the highest votes continue - the rest are eliminated. It continues until another official vote is taken and a winner is determined.&#10;&#10;In the 1935 edition, campaigning is conducted via a mix of dice rolls and speech cards.  Players are given money and three speech cards at the beginning of the game, and whenever 7 or 11 is rolled an additional speech card is auctioned.  Speech cards give players a small number of counties in specific states, allowing players to more effectively focus their campaigning and make comebacks.  On a turn, players roll three dice.  The dice (all the same color) are summed, and the total can be used to campaign in each of the 48 states.  Small states - those with 3 to 5 electoral votes - take only 1 point to win a county, while larger states require as many as nine points to win a county.&#10;&#10;The 1952 edition is significantly simplified.  On a player's turn, the player rolls 3 dice (1 colored, 2 white) - the colored dice tells the player which states to be worked in this turn and the white dice tells the player how many &quot;counties&quot; (4-7 in each state) they win.&#10;&#10;";1935;5.64545;0.0;2;6;60;0;Political
5718;Cranium Cariboo;"Cranium Cariboo is a game for young children (Ages 3 - 6) to help them learn letters, numbers/counting, colors, and shapes.&#10;&#10;Players take turns drawing a card and opening one of the treasure hunt doors that has a trait corresponding to the card (color, number of objects, etc.).  Once the door is opened, players look for a ball.  If they find one, they drop it in the &quot;tide pool&quot;.  Once all six balls are found, the treasure chest opens and everyone wins (there are scoring rules, if a cooperative win is not desirable).&#10;&#10;Reimplemented by:&#10;Cariboo Island&#10;&#10;";1998;6.0905;1.0455;2;4;20;4;Children's Game, Educational
5719;X from Outer Space;"This is a basic &quot;roll-and-move&quot; children's game with a twist, as each turn you roll one white and two red dice.&#10;&#10;You move your ship forward along the path using the value of the white die.  If you land on a space with a number, you then multiply the large blue number on the space by the sum of your red dice.  If the result is equal to the little red number in the space, you move forward 5 spaces.  If the result is greater than the red number, you move forward 1.  If the result is less than the red number, you move back 1.  Planet Zoomer and Black Hole cards are drawn at different places on the board and move the player's pawn forward or backward along the track.&#10;&#10;The first person to reach the sun (the end of the track) wins.&#10;&#10;";1985;4.5;1.0;2;4;30;8;Children's Game, Educational, Math, Science Fiction, Space Exploration
5720;Bridge for One;"A solitaire Bridge variant that uses a partially marked deck that shows the suits on the backs of the cards. Play is organized on a printed plastic play mat and scored on a provided scorepad.&#10;&#10;Bidding is very simplified and the emphasis is on card play.&#10;&#10;";1967;5.08333;3.0;1;1;10;12;Card Game
5721;Inning-A-Minute Baseball;"This baseball game uses 8 dice to derive results of each at bat. Different possible outcomes (walk, home run, ground out, etc.) are on the faces of each die. Six of the dice are always used and are placed in a cup (not provided).&#10;&#10;The offensive player then selects one die secretly from a set of four dice, each representing a particular strategy for that at bat (Swing Away, Power Swing, Make Contact, and Stay Back.) The results on each die are in keeping with what would be expected from the chosen strategy.&#10;&#10;Simultaneously, the defensive player chooses one die from a set of four that represent defensive strategies (Overpower, Induce Grounder, Induce Fly, Pitch Around) and adds it to the cup.&#10;&#10;Once all the dice are in the cup, they are rolled. The result that is most common is the result for that at bat. There are, of course, rules for breaking ties. There are also strategy options on offense and defense that can affect the outcome.&#10;&#10;";2002;5.92593;1.0;2;2;30;8;Sports
5722;Endurance: The Fitness Game;"Endurance - The Fitness Game is designed to combine the fun of a board game with physical fitness and good nutritional information.&#10;&#10;Players roll a die, move around a track and perform fitness execises for points to rid themselves of a pre-dealt set of cards.  The first person to get rid of all of his cards is the winner.&#10;&#10;During the game cards may be gained or lost depending on certain players actions.  Coloured cards must be matched to the gray fitness cards before an exercise can be performed and the card discarded.&#10;&#10;Endurance - The Fitness Game is a fun and interesting way to stay healthy.&#10;&#10;";1988;3.0;1.0;2;8;60;8;Humor, Party Game
5724;The Great Patriotic War: Nazi Germany vs. the Soviet Union;"The Great Patriotic War: Nazi Germany vs. the Soviet Union is a fast-paced wargame that reproduces the circumstances, the events, and the forces that fought the fiercest war in history.  Using wargame techniques, The Great Patriotic War simulates the operations, battles, and conflicts of the war; wargame systems make it an enjoyable conflict game for two people.&#10;&#10;The gameplay features monthly turns, 40 miles per hex and there are 240 counters representing corps and armies.  Playing time ranges from the 1 hour Introductory scenario to the 8 hour Campaign game, with five historical scenarios detailing Operations Barbarossa, Fall Blau, Kursk, Stalingrad, and Bagration.&#10;&#10;It also includes an introductory wargame (now available for free download) called Battle for Moscow, using similar wargame systems.&#10;&#10;Re-Implements:&#10;&#10;    Battle for Moscow&#10;&#10;&#10;";1988;5.85111;2.6471;2;2;180;12;Wargame, World War II
5726;Tycoon;"Tycoon is a stock market trading game.&#10;&#10;Players move around the board, buy and sell stocks and bonds, and check rising and falling prices of held stocks.&#10;&#10;Originally self-published in 1962, Parker Brothers bought the rights and republished it in 1966.  It was later self-published again as Arbitrage.&#10;&#10;A description of Arbitrage:&#10;&#10;Arbitrage (HC Jacoby Inc) is a stock market and corporate manipulation board game. The board is a Monopoly type with the movement track around the edge, with the middle taken up mostly by price tracks for the 6 corporations in the game. Each corporation has 3 spaces in a row on the outside track that counts as its home. Then there are a few other spaces that allow specific actions like buying/selling mutual funds, draw a random event, or draw a stock manipulation card. Stocks are bought by landing on one of the 3 spaces of a corporation's home, or by landing on a mutual fund space. If you own 3 stocks of a corporation, you become its president and can either pay out dividends to stockholders, or you can merge corporations, thus increasing stock prices. Other things that can happen are 'takeovers' - forcing a resident to sell you his shares, or 'options' - a chance to buy shares from the bank (or another player for 1/2 price). Trading of shares between players at any time is also encouraged. The game ends after a set amount of time, or when a player goes bankrupt.&#10;&#10;Movement around the board is accomplished with 3 dice (2 regular d6, and 1 special die which has symbols on it to move stock prices either up or down). A player's turn consists of rolling the three dice, moving his marker to the new space, manipulating a stock price up or down by the die roll, then performing the action on the space where you landed (if any).&#10;&#10;";1962;5.17368;1.0;2;6;60;10;Economic
5728;Grand Siècle;"(from the back of box and user's description:)&#10;&#10;This is real Europe, that of 1700's, where you are now taking charges of one of the mightiest powers of the time. Be one of those illustrious Sovereigns, such as Louis XIV, William of Orange, Jan Sobieski (hero and king of Poland), Charles XII named the Alexander of the North, Peter the Great, the progressive Tsar of all Russia, the iron empress Maria-Theresa, or else the impetuous and brilliant Frederick II the Great.&#10;&#10;For a long century, you will be in charge of the realm of your fathers. Levy taxes and troops, build fleets and fortresses, negotiate valuable alliance, declare war at the right time and fight it successfully, to end up with power and glory for your royal self...&#10;&#10;The game is designed for 5 players but 2 to 10 players can play.&#10;In 5 player game, each player controls two major powers: England &amp; Turkey, Spain &amp; Prussia, France &amp; Poland, Holland &amp; Russia, Sweden &amp; Austria.&#10;&#10;The game includes (in original French text edition only):&#10;&#10;       960 counters (6 countersheets) in original edition / 7th countersheet (160 counters) added after&#10;       1 map (84 x 59 cm - 33 x 23.2 in)&#10;       1 Rule booklet&#10;       1 Random Events/Appendices/Scenarios booklet&#10;       5 national player aids (4 pages)&#10;       2 identical player aids &#10;       3 dice (1 x 20 sided, 2 x 6 sided)&#10;&#10;&#10;9 scenarios (8 Mini-campaigns, 1 Grand campaign) - NB: all scenarios end are variable:&#10;&#10;    Grand Campaign: 1700 to 1800 (or French revolution)&#10;    Devolution war: 1661 to 1666&#10;    Holland war: 1672 to 1677&#10;    Augsburg ligue: 1681 to 1697&#10;    Spanish succession: 1700 to 1713&#10;    Spain is back: 1717 to 1731&#10;    Poland succession: 1733 to 1737&#10;    Austria succession: 1740 to 1753&#10;    Seven years war: 1756 to 1761&#10;    Bar confederation: 1768 to 1787&#10;&#10;&#10;";1993;7.30435;4.1111;2;10;360;12;Age of Reason, Economic, Political, Wargame
5730;Illuminati Expansion Set 1;"First expansion to the popular Illuminati game.&#10;&#10;Adds the Illuminati Group: The Society of Assassins, 27 additional game cards, and money chits in a plastic pocket box.&#10;&#10;Expands:&#10;&#10;    Illuminati&#10;&#10;&#10;";1983;6.8277;2.45;3;6;45;12;Card Game, Expansion for Base-game, Political, Science Fiction
